comuna,ica,fecha,id
comuna 1,32,2024-01-30,4426
comuna 3,64,2024-07-31,8755
comuna 1,19,2024-06-23,36958
comuna 15,14,2024-07-31,43558
comuna 13,12,2024-07-31,41863
comuna 3,94,2024-06-25,20064
comuna 7,16,2024-07-31,15255
comuna 4,99,2024-06-23,2862
comuna 2,22,2024-06-25,13667
comuna 9,85,2024-01-30,10964
comuna 11,73,2024-07-31,8322
comuna 10,98,2024-06-23,34273
comuna 15,89,2024-06-25,29758
comuna 1,12,2024-06-23,15236
comuna 4,74,2024-06-23,47958
comuna 10,93,2024-07-31,16382
comuna 14,59,2024-07-31,46322
comuna 5,78,2024-06-23,8671
comuna 2,58,2024-01-30,11453
comuna 1,48,2024-07-31,22421
comuna 5,77,2024-06-23,2139
comuna 11,88,2024-07-31,36829
comuna 5,23,2024-06-23,26015
comuna 1,32,2024-07-31,7842
comuna 1,28,2024-01-30,26113
comuna 5,68,2024-01-30,37482
comuna 14,51,2024-06-23,35104
comuna 16,51,2024-06-23,49211
comuna 15,86,2024-06-23,41703
comuna 6,25,2024-06-23,1052
comuna 9,46,2024-06-25,27913
comuna 9,71,2024-01-30,30009
comuna 11,91,2024-07-31,19193
comuna 12,50,2024-01-30,20310
comuna 8,34,2024-01-30,17729
comuna 15,99,2024-01-30,7997
comuna 4,76,2024-06-25,6496
comuna 13,94,2024-07-31,20250
comuna 12,69,2024-07-31,23086
comuna 10,37,2024-07-31,37928
comuna 15,92,2024-07-31,38074
comuna 9,96,2024-01-30,26763
comuna 14,88,2024-07-31,34651
comuna 10,24,2024-07-31,45943
comuna 2,59,2024-01-30,48056
comuna 10,33,2024-01-30,24829
comuna 9,68,2024-01-30,20873
comuna 6,87,2024-01-30,17630
comuna 9,12,2024-01-30,4151
comuna 13,89,2024-01-30,28964
comuna 3,42,2024-01-30,35794
comuna 6,49,2024-06-23,8369
comuna 3,94,2024-01-30,20242
comuna 9,10,2024-07-31,18217
comuna 4,99,2024-06-23,2455
comuna 2,64,2024-06-23,18795
comuna 2,70,2024-06-23,16632
comuna 12,81,2024-01-30,23078
comuna 9,84,2024-06-25,38178
comuna 15,91,2024-01-30,34321
comuna 2,49,2024-06-25,8960
comuna 1,34,2024-01-30,17418
comuna 4,10,2024-07-31,16538
comuna 6,97,2024-06-23,28899
comuna 3,92,2024-07-31,25467
comuna 8,18,2024-06-23,26456
comuna 3,87,2024-06-25,32437
comuna 9,91,2024-06-25,47899
comuna 9,37,2024-01-30,14907
comuna 4,21,2024-06-23,42866
comuna 13,40,2024-06-23,3998
comuna 8,58,2024-06-25,33409
comuna 5,22,2024-06-23,33478
comuna 7,18,2024-07-31,45631
comuna 6,85,2024-06-25,44482
comuna 11,59,2024-07-31,16
comuna 1,35,2024-07-31,45303
comuna 15,20,2024-01-30,34296
comuna 7,16,2024-01-30,31872
comuna 9,50,2024-01-30,26031
comuna 5,55,2024-06-23,46469
comuna 4,14,2024-06-23,6195
comuna 5,12,2024-01-30,29505
comuna 4,47,2024-06-25,26135
comuna 1,59,2024-06-23,633
comuna 8,43,2024-07-31,4265
comuna 8,18,2024-06-25,39129
comuna 11,37,2024-07-31,5968
comuna 9,22,2024-06-23,49967
comuna 9,32,2024-06-23,39471
comuna 1,20,2024-06-25,42393
comuna 8,16,2024-06-23,13670
comuna 12,46,2024-06-23,32974
comuna 6,15,2024-06-25,4939
comuna 4,15,2024-01-30,32803
comuna 10,84,2024-01-30,16788
comuna 9,10,2024-07-31,38305
comuna 12,45,2024-06-23,40849
comuna 7,82,2024-01-30,3132
comuna 12,47,2024-07-31,28142
comuna 6,24,2024-01-30,33151
comuna 1,78,2024-06-25,23420
comuna 13,64,2024-06-23,32898
comuna 12,80,2024-01-30,17002
comuna 11,34,2024-01-30,12299
comuna 3,43,2024-01-30,11920
comuna 6,46,2024-01-30,49600
comuna 13,28,2024-01-30,1110
comuna 4,53,2024-06-25,11380
comuna 4,52,2024-06-23,38199
comuna 5,96,2024-06-25,7143
comuna 6,100,2024-06-23,28194
comuna 4,18,2024-07-31,23240
comuna 16,33,2024-07-31,20010
comuna 6,36,2024-06-25,33315
comuna 2,76,2024-01-30,3854
comuna 14,38,2024-01-30,19100
comuna 6,15,2024-07-31,24383
comuna 3,59,2024-06-25,45259
comuna 8,51,2024-06-23,26563
comuna 5,84,2024-01-30,27419
comuna 8,39,2024-01-30,43475
comuna 4,91,2024-06-23,28554
comuna 3,37,2024-01-30,34277
comuna 7,81,2024-06-23,35249
comuna 15,72,2024-06-23,857
comuna 11,21,2024-06-25,3415
comuna 7,97,2024-06-25,20931
comuna 6,39,2024-01-30,2727
comuna 12,49,2024-06-23,30162
comuna 12,91,2024-06-25,39993
comuna 14,15,2024-07-31,7202
comuna 14,33,2024-07-31,10186
comuna 9,95,2024-07-31,40589
comuna 8,12,2024-07-31,2192
comuna 7,14,2024-06-23,10913
comuna 1,43,2024-06-25,34979
comuna 14,15,2024-06-25,44807
comuna 1,20,2024-06-23,37248
comuna 5,97,2024-07-31,23498
comuna 2,97,2024-01-30,17136
comuna 5,39,2024-06-25,22831
comuna 13,97,2024-06-23,40676
comuna 14,49,2024-06-25,46974
comuna 12,88,2024-06-23,34638
comuna 16,27,2024-06-23,29753
comuna 3,90,2024-06-25,2767
comuna 3,90,2024-01-30,4311
comuna 11,89,2024-01-30,6738
comuna 7,32,2024-01-30,16725
comuna 13,53,2024-01-30,18041
comuna 10,50,2024-07-31,26908
comuna 3,72,2024-01-30,39782
comuna 14,22,2024-07-31,7762
comuna 1,69,2024-06-25,17148
comuna 6,13,2024-06-25,34794
comuna 3,73,2024-06-23,19432
comuna 5,47,2024-01-30,27741
comuna 7,57,2024-07-31,23361
comuna 14,55,2024-01-30,13153
comuna 9,13,2024-06-23,29177
comuna 13,35,2024-01-30,17383
comuna 13,49,2024-06-25,22511
comuna 15,38,2024-07-31,34642
comuna 10,26,2024-07-31,23924
comuna 8,94,2024-06-25,45021
comuna 6,62,2024-07-31,561
comuna 7,21,2024-06-25,47906
comuna 16,58,2024-06-25,6538
comuna 15,78,2024-06-23,40000
comuna 3,35,2024-07-31,31716
comuna 13,54,2024-01-30,17505
comuna 14,87,2024-01-30,23670
comuna 13,100,2024-06-25,1528
comuna 2,47,2024-07-31,24540
comuna 2,93,2024-06-23,1352
comuna 7,87,2024-07-31,16547
comuna 1,13,2024-01-30,16613
comuna 7,55,2024-06-25,31873
comuna 10,12,2024-01-30,28441
comuna 10,81,2024-01-30,9621
comuna 6,51,2024-06-25,1766
comuna 1,52,2024-07-31,49105
comuna 9,85,2024-01-30,47
comuna 8,83,2024-06-25,26933
comuna 2,87,2024-06-25,48132
comuna 12,62,2024-07-31,29230
comuna 12,68,2024-07-31,23353
comuna 2,44,2024-06-25,31920
comuna 15,61,2024-06-23,20885
comuna 6,63,2024-07-31,805
comuna 13,94,2024-06-23,21638
comuna 4,66,2024-01-30,16798
comuna 7,39,2024-01-30,1041
comuna 3,16,2024-06-25,21868
comuna 6,50,2024-06-25,49974
comuna 11,39,2024-01-30,31292
comuna 15,88,2024-06-25,15288
comuna 13,91,2024-06-25,24191
comuna 5,71,2024-06-23,13224
comuna 4,24,2024-06-25,5160
comuna 8,93,2024-01-30,47093
comuna 12,31,2024-06-23,27739
comuna 1,20,2024-06-25,2644
comuna 14,57,2024-07-31,1169
comuna 15,50,2024-01-30,35043
comuna 11,100,2024-07-31,33869
comuna 5,84,2024-01-30,45946
comuna 9,62,2024-06-23,8297
comuna 1,91,2024-06-23,3373
comuna 8,92,2024-06-23,7811
comuna 4,55,2024-01-30,9751
comuna 15,79,2024-06-25,38651
comuna 2,45,2024-06-25,49665
comuna 10,80,2024-07-31,11771
comuna 13,24,2024-06-23,6408
comuna 11,67,2024-01-30,40366
comuna 12,63,2024-01-30,23140
comuna 2,38,2024-01-30,12862
comuna 6,81,2024-01-30,18356
comuna 7,21,2024-07-31,12774
comuna 1,92,2024-07-31,10946
comuna 2,39,2024-06-23,26845
comuna 13,53,2024-06-25,34683
comuna 12,21,2024-06-25,5568
comuna 9,34,2024-06-25,19247
comuna 12,75,2024-06-23,26
comuna 11,56,2024-06-23,822
comuna 2,26,2024-06-23,46256
comuna 8,95,2024-07-31,18452
comuna 6,88,2024-06-25,31172
comuna 4,49,2024-06-23,41616
comuna 14,58,2024-06-25,43031
comuna 14,56,2024-01-30,1463
comuna 13,22,2024-06-23,43907
comuna 1,70,2024-06-23,11566
comuna 13,47,2024-01-30,21639
comuna 2,55,2024-07-31,8432
comuna 8,60,2024-06-23,2711
comuna 1,35,2024-01-30,28428
comuna 15,93,2024-06-25,14845
comuna 14,59,2024-01-30,20104
comuna 10,30,2024-07-31,20988
comuna 5,87,2024-06-23,30548
comuna 14,69,2024-07-31,10075
comuna 15,82,2024-01-30,7851
comuna 5,90,2024-07-31,5284
comuna 2,18,2024-06-23,205
comuna 7,35,2024-07-31,46004
comuna 15,39,2024-06-23,46183
comuna 3,48,2024-07-31,43989
comuna 8,100,2024-06-23,8632
comuna 16,88,2024-07-31,46299
comuna 14,36,2024-01-30,24465
comuna 16,66,2024-07-31,30618
comuna 5,61,2024-01-30,8292
comuna 5,72,2024-06-23,34551
comuna 4,95,2024-06-25,10480
comuna 9,49,2024-01-30,40658
comuna 13,14,2024-06-25,32671
comuna 5,47,2024-07-31,41038
comuna 7,84,2024-06-25,34135
comuna 15,22,2024-06-25,23303
comuna 6,64,2024-06-23,21129
comuna 13,91,2024-01-30,27161
comuna 10,95,2024-06-23,33540
comuna 7,43,2024-06-25,30902
comuna 5,98,2024-01-30,42396
comuna 15,49,2024-07-31,2076
comuna 1,38,2024-06-23,40554
comuna 4,73,2024-01-30,10128
comuna 3,87,2024-06-23,5251
comuna 14,61,2024-06-23,32402
comuna 2,19,2024-06-23,38569
comuna 15,92,2024-01-30,27295
comuna 4,71,2024-07-31,27932
comuna 12,80,2024-07-31,16907
comuna 2,86,2024-01-30,1676
comuna 6,47,2024-01-30,46740
comuna 16,72,2024-01-30,39572
comuna 2,80,2024-06-25,28502
comuna 15,72,2024-07-31,35835
comuna 10,95,2024-07-31,44821
comuna 5,32,2024-01-30,17138
comuna 7,42,2024-06-23,30166
comuna 16,99,2024-01-30,8007
comuna 16,100,2024-07-31,47845
comuna 9,98,2024-06-23,39378
comuna 8,92,2024-01-30,1380
comuna 10,77,2024-07-31,928
comuna 4,10,2024-06-25,37384
comuna 1,31,2024-06-25,26920
comuna 8,83,2024-06-25,7093
comuna 6,26,2024-06-25,5115
comuna 2,97,2024-01-30,39972
comuna 16,27,2024-07-31,32963
comuna 2,53,2024-06-25,21240
comuna 8,25,2024-07-31,38654
comuna 10,40,2024-07-31,60
comuna 2,47,2024-01-30,18188
comuna 8,52,2024-06-25,20214
comuna 13,95,2024-01-30,1927
comuna 8,31,2024-07-31,24130
comuna 14,56,2024-01-30,16404
comuna 9,90,2024-01-30,22352
comuna 1,38,2024-07-31,9702
comuna 8,44,2024-07-31,13618
comuna 4,63,2024-07-31,1203
comuna 11,20,2024-07-31,1382
comuna 3,95,2024-07-31,31690
comuna 14,54,2024-06-25,39833
comuna 6,61,2024-06-25,22744
comuna 11,25,2024-07-31,42451
comuna 3,54,2024-06-25,13941
comuna 15,64,2024-07-31,30287
comuna 11,52,2024-07-31,11515
comuna 6,64,2024-01-30,41854
comuna 4,78,2024-06-25,1008
comuna 8,58,2024-06-23,27862
comuna 13,49,2024-07-31,32950
comuna 14,59,2024-01-30,4657
comuna 8,37,2024-07-31,47307
comuna 10,43,2024-01-30,24936
comuna 13,12,2024-06-23,43140
comuna 6,10,2024-07-31,45548
comuna 16,15,2024-01-30,16993
comuna 10,16,2024-06-23,42544
comuna 14,48,2024-06-23,41143
comuna 12,24,2024-07-31,717
comuna 4,96,2024-06-23,21165
comuna 8,40,2024-07-31,43641
comuna 15,51,2024-06-23,42771
comuna 10,38,2024-01-30,13434
comuna 13,15,2024-06-25,5667
comuna 3,73,2024-06-25,23206
comuna 12,61,2024-06-23,20722
comuna 8,60,2024-01-30,46708
comuna 7,78,2024-06-23,48074
comuna 12,49,2024-01-30,37968
comuna 3,43,2024-01-30,37356
comuna 7,39,2024-01-30,10903
comuna 4,50,2024-01-30,47973
comuna 4,38,2024-06-25,41876
comuna 15,78,2024-06-23,42765
comuna 12,25,2024-06-25,41857
comuna 3,35,2024-01-30,26530
comuna 13,76,2024-06-23,30611
comuna 10,84,2024-06-23,26871
comuna 11,34,2024-01-30,38337
comuna 15,18,2024-01-30,45030
comuna 11,46,2024-07-31,18135
comuna 2,82,2024-06-25,36527
comuna 16,41,2024-07-31,557
comuna 2,43,2024-06-23,36178
comuna 16,88,2024-06-23,25391
comuna 16,37,2024-07-31,9714
comuna 14,27,2024-07-31,28639
comuna 1,65,2024-07-31,48717
comuna 1,69,2024-06-25,23210
comuna 9,51,2024-06-23,49399
comuna 2,46,2024-07-31,17903
comuna 10,37,2024-01-30,10179
comuna 8,11,2024-07-31,46147
comuna 12,12,2024-01-30,1314
comuna 4,67,2024-06-25,7921
comuna 6,67,2024-01-30,26957
comuna 1,63,2024-07-31,16727
comuna 9,88,2024-01-30,22478
comuna 9,98,2024-06-23,40243
comuna 7,72,2024-06-25,44149
comuna 8,71,2024-06-23,2905
comuna 7,45,2024-06-25,8175
comuna 16,77,2024-06-23,20824
comuna 14,16,2024-07-31,43416
comuna 8,84,2024-06-25,32782
comuna 8,18,2024-01-30,17579
comuna 12,33,2024-06-23,29123
comuna 12,82,2024-07-31,42881
comuna 13,71,2024-06-25,11596
comuna 8,27,2024-01-30,29491
comuna 9,83,2024-07-31,30027
comuna 15,87,2024-06-23,11790
comuna 4,71,2024-07-31,35871
comuna 11,79,2024-06-23,276
comuna 7,16,2024-06-25,8654
comuna 7,79,2024-06-25,37630
comuna 14,24,2024-06-25,6240
comuna 3,48,2024-07-31,14376
comuna 14,69,2024-01-30,1785
comuna 6,75,2024-01-30,24770
comuna 12,95,2024-01-30,22954
comuna 13,12,2024-06-23,6280
comuna 14,31,2024-06-25,14822
comuna 13,72,2024-06-23,36940
comuna 3,48,2024-01-30,16786
comuna 4,28,2024-06-23,5788
comuna 16,76,2024-07-31,48310
comuna 14,34,2024-07-31,24318
comuna 11,14,2024-07-31,12169
comuna 12,70,2024-06-25,49994
comuna 4,33,2024-01-30,47744
comuna 1,69,2024-07-31,31474
comuna 1,12,2024-01-30,40233
comuna 13,33,2024-06-23,25617
comuna 7,22,2024-07-31,26691
comuna 13,69,2024-01-30,15864
comuna 4,95,2024-06-23,49958
comuna 7,82,2024-07-31,28401
comuna 6,32,2024-06-25,39412
comuna 15,44,2024-06-25,9338
comuna 6,74,2024-07-31,16699
comuna 1,60,2024-01-30,30919
comuna 10,40,2024-07-31,36958
comuna 7,98,2024-06-23,35105
comuna 6,53,2024-01-30,13034
comuna 7,96,2024-07-31,24441
comuna 14,78,2024-07-31,30766
comuna 11,79,2024-06-23,11489
comuna 9,26,2024-06-23,38814
comuna 3,37,2024-06-23,42465
comuna 5,20,2024-01-30,17701
comuna 14,10,2024-06-25,32784
comuna 13,83,2024-06-25,31942
comuna 8,95,2024-07-31,9579
comuna 10,55,2024-01-30,22652
comuna 2,17,2024-01-30,9036
comuna 15,57,2024-06-25,10063
comuna 15,96,2024-07-31,21006
comuna 2,58,2024-06-23,9015
comuna 7,98,2024-07-31,30390
comuna 2,20,2024-06-23,10072
comuna 14,69,2024-06-23,11789
comuna 6,69,2024-01-30,29591
comuna 9,34,2024-06-23,23140
comuna 5,54,2024-06-25,203
comuna 1,61,2024-07-31,28762
comuna 8,99,2024-06-25,14600
comuna 14,71,2024-06-23,10182
comuna 14,42,2024-06-23,33156
comuna 15,66,2024-06-25,43977
comuna 16,74,2024-06-23,7670
comuna 12,90,2024-06-25,2332
comuna 14,21,2024-07-31,1465
comuna 14,76,2024-06-23,20467
comuna 3,25,2024-07-31,1858
comuna 10,70,2024-07-31,49074
